104052 silly lifecycle cardinal@1.0.0~preinstall: no script for preinstall, continuing
109053 silly linkStuff rechoir@0.6.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109054 verbose linkBins rechoir@0.6.2
109055 verbose linkMans rechoir@0.6.2
109056 silly build resolve-url@0.2.1
109057 info linkStuff resolve-url@0.2.1
109058 silly linkStuff resolve-url@0.2.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109059 verbose linkBins resolve-url@0.2.1
109060 verbose linkMans resolve-url@0.2.1
109061 silly build minimatch@2.0.10
109062 info linkStuff minimatch@2.0.10
109063 silly linkStuff minimatch@2.0.10 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/resp-modifier/node_modules as its parent node_modules
109064 verbose linkBins minimatch@2.0.10
109065 verbose linkMans minimatch@2.0.10
109066 silly build resp-modifier@5.0.2
109067 info linkStuff resp-modifier@5.0.2
109068 silly linkStuff resp-modifier@5.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109069 verbose linkBins resp-modifier@5.0.2
109070 verbose linkMans resp-modifier@5.0.2
109071 silly build rework-visit@1.0.0
109072 info linkStuff rework-visit@1.0.0
109073 silly linkStuff rework-visit@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109074 verbose linkBins rework-visit@1.0.0
109075 verbose linkMans rework-visit@1.0.0
109076 silly build rework-plugin-function@1.0.2
109077 info linkStuff rework-plugin-function@1.0.2
109078 silly linkStuff rework-plugin-function@1.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109079 verbose linkBins rework-plugin-function@1.0.2
109080 verbose linkMans rework-plugin-function@1.0.2
109081 silly build rework-plugin-url@1.1.0
109082 info linkStuff rework-plugin-url@1.1.0
109083 silly linkStuff rework-plugin-url@1.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109084 verbose linkBins rework-plugin-url@1.1.0
109085 verbose linkMans rework-plugin-url@1.1.0
109086 silly build convert-source-map@0.3.5
109087 info linkStuff convert-source-map@0.3.5
109088 silly linkStuff convert-source-map@0.3.5 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/rework/node_modules as its parent node_modules
109089 verbose linkBins convert-source-map@0.3.5
109090 verbose linkMans convert-source-map@0.3.5
109091 silly build resolve@0.3.1
109092 info linkStuff resolve@0.3.1
109093 silly linkStuff resolve@0.3.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/rfile/node_modules as its parent node_modules
109094 verbose linkBins resolve@0.3.1
109095 verbose linkMans resolve@0.3.1
109096 silly build rfile@1.0.0
109097 info linkStuff rfile@1.0.0
109098 silly linkStuff rfile@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109099 verbose linkBins rfile@1.0.0
109100 verbose linkMans rfile@1.0.0
109101 silly build right-align@0.1.3
109102 info linkStuff right-align@0.1.3
109103 silly linkStuff right-align@0.1.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109104 verbose linkBins right-align@0.1.3
109105 verbose linkMans right-align@0.1.3
109106 silly build cliui@2.1.0
109107 info linkStuff cliui@2.1.0
109108 silly linkStuff cliui@2.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/gulp-uglify/node_modules as its parent node_modules
109109 verbose linkBins cliui@2.1.0
109110 verbose linkMans cliui@2.1.0
109111 silly build yargs@3.10.0
109112 info linkStuff yargs@3.10.0
109113 silly linkStuff yargs@3.10.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/gulp-uglify/node_modules as its parent node_modules
109114 verbose linkBins yargs@3.10.0
109115 verbose linkMans yargs@3.10.0
109116 silly build cliui@2.1.0
109117 info linkStuff cliui@2.1.0
109118 silly linkStuff cliui@2.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-filters/node_modules as its parent node_modules
109119 verbose linkBins cliui@2.1.0
109120 verbose linkMans cliui@2.1.0
109121 silly build yargs@3.10.0
109122 info linkStuff yargs@3.10.0
109123 silly linkStuff yargs@3.10.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-filters/node_modules as its parent node_modules
109124 verbose linkBins yargs@3.10.0
109125 verbose linkMans yargs@3.10.0
109126 silly build source-map@0.1.43
109127 info linkStuff source-map@0.1.43
109128 silly linkStuff source-map@0.1.43 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/ruglify/node_modules as its parent node_modules
109129 verbose linkBins source-map@0.1.43
109130 verbose linkMans source-map@0.1.43
109131 silly build lodash@4.16.6
109132 info linkStuff lodash@4.16.6
109133 silly linkStuff lodash@4.16.6 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/sass-graph/node_modules as its parent node_modules
109134 verbose linkBins lodash@4.16.6
109135 verbose linkMans lodash@4.16.6
109136 silly build lodash.assign@4.2.0
109137 info linkStuff lodash.assign@4.2.0
109138 silly linkStuff lodash.assign@4.2.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/sass-graph/node_modules as its parent node_modules
109139 verbose linkBins lodash.assign@4.2.0
109140 verbose linkMans lodash.assign@4.2.0
109141 silly build window-size@0.2.0
109142 info linkStuff window-size@0.2.0
109143 silly linkStuff window-size@0.2.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/sass-graph/node_modules as its parent node_modules
109144 verbose linkBins window-size@0.2.0
109145 verbose link bins [ { 'window-size': 'cli.js' },
109145 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/sass-graph/node_modules/.bin',
109145 verbose link bins   false ]
109146 verbose linkMans window-size@0.2.0
109147 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/sass-graph/node_modules/.bin/window-size is being purged
109148 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/sass-graph/node_modules/.bin/window-size
109149 silly build sax@1.2.1
109150 info linkStuff sax@1.2.1
109151 silly linkStuff sax@1.2.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109152 verbose linkBins sax@1.2.1
109153 verbose linkMans sax@1.2.1
109154 silly build commander@2.8.1
109155 info linkStuff commander@2.8.1
109156 silly linkStuff commander@2.8.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/seek-bzip/node_modules as its parent node_modules
109157 verbose linkBins commander@2.8.1
109158 verbose linkMans commander@2.8.1
109159 silly build seek-bzip@1.0.5
109160 info linkStuff seek-bzip@1.0.5
109161 silly linkStuff seek-bzip@1.0.5 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109162 verbose linkBins seek-bzip@1.0.5
109163 verbose link bins [ { 'seek-bunzip': './bin/seek-bunzip',
109163 verbose link bins     'seek-table': './bin/seek-bzip-table' },
109163 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
109163 verbose link bins   false ]
109164 verbose linkMans seek-bzip@1.0.5
109165 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/seek-bunzip is being purged
109166 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/seek-bunzip
109167 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/seek-table is being purged
109168 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/seek-table
109169 silly build semver@4.3.6
109170 info linkStuff semver@4.3.6
109171 silly linkStuff semver@4.3.6 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109172 verbose linkBins semver@4.3.6
109173 verbose link bins [ { semver: './bin/semver' },
109173 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
109173 verbose link bins   false ]
109174 verbose linkMans semver@4.3.6
109175 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/semver is being purged
109176 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/semver
109177 silly build semver-regex@1.0.0
109178 info linkStuff semver-regex@1.0.0
109179 silly linkStuff semver-regex@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109180 verbose linkBins semver-regex@1.0.0
109181 verbose linkMans semver-regex@1.0.0
109182 silly build semver-greatest-satisfied-range@1.0.0
109183 info linkStuff semver-greatest-satisfied-range@1.0.0
109184 silly linkStuff semver-greatest-satisfied-range@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109185 verbose linkBins semver-greatest-satisfied-range@1.0.0
109186 verbose linkMans semver-greatest-satisfied-range@1.0.0
109187 silly build semver@5.3.0
109188 info linkStuff semver@5.3.0
109189 silly linkStuff semver@5.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/semver-truncate/node_modules as its parent node_modules
109190 verbose linkBins semver@5.3.0
109191 verbose link bins [ { semver: './bin/semver' },
109191 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/semver-truncate/node_modules/.bin',
109191 verbose link bins   false ]
109192 verbose linkMans semver@5.3.0
109193 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/semver-truncate/node_modules/.bin/semver is being purged
109194 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/semver-truncate/node_modules/.bin/semver
109195 silly build semver-truncate@1.1.2
109196 info linkStuff semver-truncate@1.1.2
109197 silly linkStuff semver-truncate@1.1.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109198 verbose linkBins semver-truncate@1.1.2
109199 verbose linkMans semver-truncate@1.1.2
109200 silly build mime@1.3.4
109201 info linkStuff mime@1.3.4
109202 silly linkStuff mime@1.3.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/send/node_modules as its parent node_modules
109203 verbose linkBins mime@1.3.4
109204 verbose link bins [ { mime: 'cli.js' },
109204 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/send/node_modules/.bin',
109204 verbose link bins   false ]
109205 verbose linkMans mime@1.3.4
109206 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/send/node_modules/.bin/mime is being purged
109207 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/send/node_modules/.bin/mime
109208 silly build set-blocking@2.0.0
109209 info linkStuff set-blocking@2.0.0
109210 silly linkStuff set-blocking@2.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109211 verbose linkBins set-blocking@2.0.0
109212 verbose linkMans set-blocking@2.0.0
109213 silly build set-immediate-shim@1.0.1
109214 info linkStuff set-immediate-shim@1.0.1
109215 silly linkStuff set-immediate-shim@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109216 verbose linkBins set-immediate-shim@1.0.1
109217 verbose linkMans set-immediate-shim@1.0.1
109218 silly build each-async@1.1.1
109219 info linkStuff each-async@1.1.1
109220 silly linkStuff each-async@1.1.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109221 verbose linkBins each-async@1.1.1
109222 verbose linkMans each-async@1.1.1
109223 silly build setprototypeof@1.0.1
109224 info linkStuff setprototypeof@1.0.1
109225 silly linkStuff setprototypeof@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109226 verbose linkBins setprototypeof@1.0.1
109227 verbose linkMans setprototypeof@1.0.1
109228 silly build shallow-copy@0.0.1
109229 info linkStuff shallow-copy@0.0.1
109230 silly linkStuff shallow-copy@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109231 verbose linkBins shallow-copy@0.0.1
109232 verbose linkMans shallow-copy@0.0.1
109233 silly build shell-quote@0.0.1
109234 info linkStuff shell-quote@0.0.1
109235 silly linkStuff shell-quote@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109236 verbose linkBins shell-quote@0.0.1
109237 verbose linkMans shell-quote@0.0.1
109238 silly build shellwords@0.1.0
109239 info linkStuff shellwords@0.1.0
109240 silly linkStuff shellwords@0.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109241 verbose linkBins shellwords@0.1.0
109242 verbose linkMans shellwords@0.1.0
109243 silly build sigmund@1.0.1
109244 info linkStuff sigmund@1.0.1
109245 silly linkStuff sigmund@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109246 verbose linkBins sigmund@1.0.1
109247 verbose linkMans sigmund@1.0.1
109248 silly build minimatch@0.3.0
109249 info linkStuff minimatch@0.3.0
109250 silly linkStuff minimatch@0.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browserify/node_modules as its parent node_modules
109251 verbose linkBins minimatch@0.3.0
109252 verbose linkMans minimatch@0.3.0
109253 silly build glob@3.2.11
109254 info linkStuff glob@3.2.11
109255 silly linkStuff glob@3.2.11 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browserify/node_modules as its parent node_modules
109256 verbose linkBins glob@3.2.11
109257 verbose linkMans glob@3.2.11
109258 silly build signal-exit@3.0.1
109259 info linkStuff signal-exit@3.0.1
109260 silly linkStuff signal-exit@3.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109261 verbose linkBins signal-exit@3.0.1
109262 verbose linkMans signal-exit@3.0.1
109263 silly build loud-rejection@1.6.0
109264 info linkStuff loud-rejection@1.6.0
109265 silly linkStuff loud-rejection@1.6.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109266 verbose linkBins loud-rejection@1.6.0
109267 verbose linkMans loud-rejection@1.6.0
109268 silly build sntp@1.0.9
109269 info linkStuff sntp@1.0.9
109270 silly linkStuff sntp@1.0.9 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109271 verbose linkBins sntp@1.0.9
109272 verbose linkMans sntp@1.0.9
109273 silly build hawk@3.1.3
109274 info linkStuff hawk@3.1.3
109275 silly linkStuff hawk@3.1.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109276 verbose linkBins hawk@3.1.3
109277 verbose linkMans hawk@3.1.3
109278 silly build isarray@0.0.1
109279 info linkStuff isarray@0.0.1
109280 silly linkStuff isarray@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/socket.io-adapter/node_modules as its parent node_modules
109281 verbose linkBins isarray@0.0.1
109282 verbose linkMans isarray@0.0.1
109283 silly build debug@0.7.4
109284 info linkStuff debug@0.7.4
109285 silly linkStuff debug@0.7.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/socket.io-adapter/node_modules/socket.io-parser/node_modules as its parent node_modules
